huc_12,subwatershed_description,rps_slope_mean,rps_elevation_mean,acres,sq_mile,states,huc_2,huc_4,huc_6,huc_8,huc_10,region_description,subregion_description,basin_description,subbasin_description,watershed_description
020501030206,tracy_creek-susquehanna_river,6.51,1188.06,11785.12,18.41,ny,02,0205,020501,02050103,0205010302,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,choconut_creek-susquehanna_river
020501030301,upper_catatonk_creek,7.53,1363.54,19510.94,30.48,ny,02,0205,020501,02050103,0205010303,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,catatonk_creek
020501030302,south_branch_catatonk_creek,7.56,1318.8,17702.73,27.66,ny,02,0205,020501,02050103,0205010303,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,catatonk_creek
020501030303,willseyville_creek,8.75,1341.77,24864.23,38.85,ny,02,0205,020501,02050103,0205010303,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,catatonk_creek
020501030304,middle_catatonk_creek,6.74,1284.51,14543.76,22.72,ny,02,0205,020501,02050103,0205010303,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,catatonk_creek
020501030305,lower_catatonk_creek,7.46,1178.52,19847.67,31.01,ny,02,0205,020501,02050103,0205010303,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,catatonk_creek
020501030401,headwaters_east_branch_owego_creek,7.83,1645.89,11663.49,18.22,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030402,upper_east_branch_owego_creek,8.52,1482.94,16389.63,25.6,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030403,wilson_creek,6.34,1332.5,10274.57,16.05,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030404,middle_east_branch_owego_creek,6.93,1319.58,12505.51,19.53,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030405,upper_west_branch_owego_creek,8.52,1604.46,13592.61,21.23,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030406,middle_west_branch_owego_creek,7.22,1426.84,11305.22,17.66,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030407,doolittle_creek,6.87,1384.66,10900.68,17.03,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030408,lower_west_branch_owego_creek,7.69,1274.94,13820.56,21.59,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030409,lower_east_branch_owego_creek-owego_creek,6.55,1174.34,23049.55,36.01,ny,02,0205,020501,02050103,0205010304,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,owego_creek
020501030501,apalachin_creek,7.41,1371.45,27842.93,43.5,"ny,pa",02,0205,020501,02050103,0205010305,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,pipe_creek-susquehanna_river
020501030502,little_nanticoke_creek,6.13,1245.02,15298.84,23.9,ny,02,0205,020501,02050103,0205010305,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,pipe_creek-susquehanna_river
020501030503,pumpelly_creek-susquehanna_river,6,1084.4,15250.18,23.82,ny,02,0205,020501,02050103,0205010305,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,pipe_creek-susquehanna_river
020501030504,chambers_creek-pipe_creek,6.43,1254.64,29725.92,46.44,ny,02,0205,020501,02050103,0205010305,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,pipe_creek-susquehanna_river
020501030505,hunts_creek-susquehanna_river,6.17,1118.68,19408.08,30.32,ny,02,0205,020501,02050103,0205010305,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,pipe_creek-susquehanna_river
020501030601,pony_hollow_creek,9.26,1577.95,10924.47,17.06,ny,02,0205,020501,02050103,0205010306,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,cayuta_creek
020501030602,headwaters_cayuta_creek,7.65,1531.16,26064.1,40.72,ny,02,0205,020501,02050103,0205010306,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,cayuta_creek
020501030603,upper_cayuta_creek,9.16,1500.56,21740.48,33.96,ny,02,0205,020501,02050103,0205010306,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,cayuta_creek
020501030604,middle_cayuta_creek,9.81,1351.25,13031.64,20.36,ny,02,0205,020501,02050103,0205010306,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,cayuta_creek
020501030605,lower_cayuta_creek,7.95,1217.4,19394.97,30.3,"ny,pa",02,0205,020501,02050103,0205010306,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,cayuta_creek
020501030701,upper_wappasening_creek,6.7,1498.81,21693.85,33.89,pa,02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030702,middle_wappasening_creek,6.39,1355.43,14591.91,22.79,"ny,pa",02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030703,lower_wappasening_creek,7.66,1198.93,10559,16.49,"ny,pa",02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030704,sackett_creek-susquehanna_river,6.72,1132.91,11656.68,18.21,"ny,pa",02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030705,ellis_creek,6.2,1278.32,10798.87,16.87,ny,02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030706,parks_creek-susquehanna_river,7.04,1114.46,14434.14,22.55,"ny,pa",02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501030707,satterlee_creek-susquehanna_river,7.39,1193.38,10517.72,16.43,pa,02,0205,020501,02050103,0205010307,mid-atlantic,susquehanna,upper_susquehanna,owego-wappasening,wappasening_creek-susquehanna_river
020501040101,mchenry_valley_creek,7.47,1935.21,7557.11,11.8,ny,02,0205,020501,02050104,0205010401,mid-atlantic,susquehanna,upper_susquehanna,tioga,canacadea_creek
020501040102,karr_valley_creek,6.69,1888.6,10119.65,15.81,ny,02,0205,020501,02050104,0205010401,mid-atlantic,susquehanna,upper_susquehanna,tioga,canacadea_creek
020501040103,upper_canacadea_creek,8.13,1926.54,12538.92,19.59,ny,02,0205,020501,02050104,0205010401,mid-atlantic,susquehanna,upper_susquehanna,tioga,canacadea_creek
020501040104,lower_canacadea_creek,8.43,1555.6,7710.41,12.04,ny,02,0205,020501,02050104,0205010401,mid-atlantic,susquehanna,upper_susquehanna,tioga,canacadea_creek
020501040201,woodward_hollow,8.26,2104.31,8071.59,12.61,ny,02,0205,020501,02050104,0205010402,mid-atlantic,susquehanna,upper_susquehanna,tioga,bennetts_creek
020501040202,upper_bennetts_creek,7.95,2121.7,14349.04,22.42,ny,02,0205,020501,02050104,0205010402,mid-atlantic,susquehanna,upper_susquehanna,tioga,bennetts_creek
020501040203,middle_bennetts_creek,10.78,2010.06,9876,15.43,ny,02,0205,020501,02050104,0205010402,mid-atlantic,susquehanna,upper_susquehanna,tioga,bennetts_creek
020501040204,purdy_creek,9.55,1896.14,14487.72,22.63,ny,02,0205,020501,02050104,0205010402,mid-atlantic,susquehanna,upper_susquehanna,tioga,bennetts_creek
020501040205,lower_bennetts_creek,11.08,1879.93,14440.8,22.56,ny,02,0205,020501,02050104,0205010402,mid-atlantic,susquehanna,upper_susquehanna,tioga,bennetts_creek
020501040301,south_branch_tuscarora_creek,6.7,1734.93,12590.41,19.67,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040302,upper_tuscarora_creek,6.23,1781.59,20326.27,31.75,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040303,north_branch_tuscarora_creek,6.97,1715.73,20126.66,31.44,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040304,middle_tuscarora_creek,7.73,1568.22,10540.82,16.47,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040305,elk_creek,6.77,1609.71,7811,12.2,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040306,lower_tuscarora_creek,7.95,1436.34,10686.49,16.69,ny,02,0205,020501,02050104,0205010403,mid-atlantic,susquehanna,upper_susquehanna,tioga,tuscarora_creek
020501040401,lime_kiln_creek,5.24,1492.83,13291.78,20.76,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040402,headwaters_canisteo_river,6.38,1794.13,20906.1,32.66,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040403,seeley_creek,6.32,1750.25,10127.11,15.82,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040404,big_creek,6.46,1722.51,11811.83,18.45,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040405,crosby_creek,9.5,1740.43,6370.92,9.95,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040406,upper_canisteo_river,7.4,1492.31,18109.46,28.29,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040407,colonel_bills_creek,9.94,1909.93,17939.63,28.03,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040408,middle_canisteo_river,12.22,1636.01,30831.13,48.17,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040409,tracy_creek,6.81,1569.63,6197.02,9.68,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040410,goodhue_creek,6.68,1501.94,8028.94,12.54,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040411,lower_canisteo_river,8.13,1424.43,28402.37,44.37,ny,02,0205,020501,02050104,0205010404,mid-atlantic,susquehanna,upper_susquehanna,tioga,canisteo_river
020501040501,young_hickory_hollow,7.08,2035.31,8940.69,13.96,ny,02,0205,020501,02050104,0205010405,mid-atlantic,susquehanna,upper_susquehanna,tioga,troups_creek
020501040502,upper_troups_creek,7.36,1957.59,10321.89,16.12,ny,02,0205,020501,02050104,0205010405,mid-atlantic,susquehanna,upper_susquehanna,tioga,troups_creek
020501040503,middle_troups_creek,7.32,1858.8,10437.39,16.3,"ny,pa",02,0205,020501,02050104,0205010405,mid-atlantic,susquehanna,upper_susquehanna,tioga,troups_creek
020501040504,lower_troups_creek,8.75,1707.4,13732.58,21.45,"ny,pa",02,0205,020501,02050104,0205010405,mid-atlantic,susquehanna,upper_susquehanna,tioga,troups_creek
020501040601,catlin_hollow,8.01,1604.48,8870.86,13.86,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040602,norris_brook,12.84,1832.61,7288.58,11.38,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040603,losey_creek,6.97,1683.53,7610.43,11.89,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040604,upper_crooked_creek,8.45,1728.26,18882.82,29.5,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040605,hills_creek,8.37,1605.55,10419.17,16.28,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040606,middle_crooked_creek,10.46,1591.68,10762.35,16.81,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040607,elkhorn_creek,6.87,1615.15,7091.18,11.08,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040608,lower_crooked_creek,10.75,1564.07,12712.74,19.86,pa,02,0205,020501,02050104,0205010406,mid-atlantic,susquehanna,upper_susquehanna,tioga,crooked_creek
020501040701,gaffers_creek-elk_run,7.45,1676.78,17706.73,27.66,pa,02,0205,020501,02050104,0205010407,mid-atlantic,susquehanna,upper_susquehanna,tioga,mill_creek
020501040702,bailey_creek-mill_creek,8.08,1693.67,19382.22,30.28,pa,02,0205,020501,02050104,0205010407,mid-atlantic,susquehanna,upper_susquehanna,tioga,mill_creek
020501040703,painter_run-mill_creek,10.97,1704.34,11247.04,17.57,pa,02,0205,020501,02050104,0205010407,mid-atlantic,susquehanna,upper_susquehanna,tioga,mill_creek
020501040801,headwaters_cowanesque_river,9.17,2024.95,24309.99,37.98,"ny,pa",02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040802,north_fork,8.38,1978.27,13858.39,21.65,"ny,pa",02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040803,elklick_run-mill_creek,8.28,1866.05,8478.69,13.24,pa,02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040804,jemison_creek,8.27,1826.82,10436.13,16.3,pa,02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040805,upper_cowanesque_river,10.21,1794.73,27558.65,43.06,pa,02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040806,holden_creek,8.5,1694.75,8124.41,12.69,"ny,pa",02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040807,thornbottom_creek,7.49,1628.95,7713.66,12.05,pa,02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040808,middle_cowanesque_river,7.83,1516.46,27173.31,42.45,"ny,pa",02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040809,lower_cowanesque_river,7.19,1488.6,21405.4,33.44,"ny,pa",02,0205,020501,02050104,0205010408,mid-atlantic,susquehanna,upper_susquehanna,tioga,cowanesque_river
020501040901,headwaters_tioga_river,5.5,2164.61,24631.91,38.48,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040902,johnson_creek,5.34,1877.39,11119.75,17.37,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040903,elk_run,7.7,1650.4,16632.98,25.98,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040904,upper_tioga_river,7.04,1828.95,34190.73,53.42,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040905,canoe_camp_creek,7.98,1657.85,7657.85,11.96,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040906,corey_creek,7.35,1633.14,14583.89,22.78,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040907,middle_tioga_river,9.07,1472.54,28275.55,44.18,pa,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040908,mutton_lane_creek-tioga_river,8.02,1500.8,26049.2,40.7,"ny,pa",02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040909,glendening_creek,6.8,1515.53,11629.67,18.17,ny,02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501040910,lower_tioga_river,6.93,1381.22,33557.02,52.43,"ny,pa",02,0205,020501,02050104,0205010409,mid-atlantic,susquehanna,upper_susquehanna,tioga,tioga_river
020501050101,punky_hollow-cohocton_river,7.84,1644.53,22825.35,35.66,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050102,twelvemile_creek,9.6,1786.06,16312.36,25.48,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050103,neils_creek,6.94,1765.64,19453.72,30.39,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050104,reynolds_creek-cohocton_river,8.88,1665.98,26173.82,40.89,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050105,goff_creek,6.02,1663.68,15710.12,24.54,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050106,tenmile_creek-cohocton_river,8.15,1653.02,24085.29,37.63,ny,02,0205,020501,02050105,0205010501,mid-atlantic,susquehanna,upper_susquehanna,chemung,upper_cohocton_river
020501050201,upper_fivemile_creek,4.38,1655.02,16932.06,26.45,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050202,middle_fivemile_creek,4.3,1499.2,13349,20.85,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050203,lower_fivemile_creek,7,1594.44,13618.14,21.27,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050204,campbell_creek,6.74,1616.81,25183.12,39.34,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050205,stocking_creek,7.18,1581.68,17430.07,27.23,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050206,knight_creek-cohocton_river,6.48,1397.31,17233.56,26.92,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050207,smith_run-cohocton_river,7.94,1518.15,13197.24,20.62,ny,02,0205,020501,02050105,0205010502,mid-atlantic,susquehanna,upper_susquehanna,chemung,middle_cohocton_river
020501050301,tobehanna_creek,4.86,1479.83,10574.8,16.52,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
020501050302,lamoka_lake-mud_creek,4.58,1325.69,23074.08,36.05,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
020501050303,mud_creek,6.58,1372.6,18334.42,28.64,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
020501050304,michigan_creek,7.27,1539.01,14207.48,22.19,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
020501050305,dry_run,7.65,1679.65,11749.51,18.35,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
020501050306,meads_creek,8.35,1541.58,33026.53,51.6,ny,02,0205,020501,02050105,0205010503,mid-atlantic,susquehanna,upper_susquehanna,chemung,lower_cohocton_river
